enrl_term_cd,subj_area_name,disp_catlg_no,disp_sect_no,grd_cd,num_grd,enrl_tot,instr_nm,instr_func_cd,crs_long_ttl,subj_area_cd,crs_catlg_no,sect_no
241,AFRICAN AMERICAN STUDIES,M107    ,2     ,A+ ,9,11,"KEYES, CHERYL L",03,Cultural History of Rap,AF AMER,0107  M , 002  
241,AFRICAN AMERICAN STUDIES,M107    ,2     ,F  ,2,11,"KEYES, CHERYL L",03,Cultural History of Rap,AF AMER,0107  M , 002  
241,AFRICAN AMERICAN STUDIES,110A    ,1     ,A+ ,10,32,"KEEL, TERENCE D",01,"Race, Science, and Society",AF AMER,0110A   , 001  
241,AFRICAN AMERICAN STUDIES,110A    ,1     ,A  ,4,32,"KEEL, TERENCE D",01,"Race, Science, and Society",AF AMER,0110A   , 001  
241,AFRICAN AMERICAN STUDIES,110A    ,1     ,A- ,7,32,"KEEL, TERENCE D",01,"Race, Science, and Society",AF AMER,0110A   , 001  
241,AFRICAN AMERICAN STUDIES,110A    ,1     ,B+ ,4,32,"KEEL, TERENCE D",01,"Race, Science, and Society",AF AMER,0110A   , 001  
241,AFRICAN AMERICAN STUDIES,110A    ,1     ,B  ,1,32,"KEEL, TERENCE D",01,"Race, Science, and Society",AF AMER,0110A   , 001  
241,AFRICAN AMERICAN STUDIES,110A    ,1     ,B- ,2,32,"KEEL, TERENCE D",01,"Race, Science, and Society",AF AMER,0110A   , 001  
241,AFRICAN AMERICAN STUDIES,110A    ,1     ,C+ ,3,32,"KEEL, TERENCE D",01,"Race, Science, and Society",AF AMER,0110A   , 001  
241,AFRICAN AMERICAN STUDIES,110A    ,1     ,C- ,1,32,"KEEL, TERENCE D",01,"Race, Science, and Society",AF AMER,0110A   , 001  
241,AFRICAN AMERICAN STUDIES,188A    ,4     ,A+ ,14,14,"PAUL, KETEMA NNAMDI",01,Special Courses in African American Studies,AF AMER,0188A   , 004  
241,ANCIENT NEAR EAST,10W     ,2     ,A  ,3,15,"BEN-MARZOUK, NADIA",01,Jerusalem: Holy City,AN N EA,0010W   , 002  
241,ANCIENT NEAR EAST,10W     ,2     ,A- ,7,15,"BEN-MARZOUK, NADIA",01,Jerusalem: Holy City,AN N EA,0010W   , 002  
241,ANCIENT NEAR EAST,10W     ,2     ,B+ ,3,15,"BEN-MARZOUK, NADIA",01,Jerusalem: Holy City,AN N EA,0010W   , 002  
241,ANCIENT NEAR EAST,10W     ,2     ,B  ,2,15,"BEN-MARZOUK, NADIA",01,Jerusalem: Holy City,AN N EA,0010W   , 002  
241,ANCIENT NEAR EAST,14W     ,1     ,A+ ,1,21,"COONEY, KATHLYN M",03,"Medicine, Magic, and Science in Ancient Times",AN N EA,0014W   , 001  
241,ANCIENT NEAR EAST,14W     ,1     ,A  ,10,21,"COONEY, KATHLYN M",03,"Medicine, Magic, and Science in Ancient Times",AN N EA,0014W   , 001  
241,ANCIENT NEAR EAST,14W     ,1     ,A- ,2,21,"COONEY, KATHLYN M",03,"Medicine, Magic, and Science in Ancient Times",AN N EA,0014W   , 001  
241,ANCIENT NEAR EAST,14W     ,1     ,B+ ,2,21,"COONEY, KATHLYN M",03,"Medicine, Magic, and Science in Ancient Times",AN N EA,0014W   , 001  
241,ANCIENT NEAR EAST,14W     ,1     ,B  ,1,21,"COONEY, KATHLYN M",03,"Medicine, Magic, and Science in Ancient Times",AN N EA,0014W   , 001  
241,ANCIENT NEAR EAST,14W     ,1     ,C+ ,1,21,"COONEY, KATHLYN M",03,"Medicine, Magic, and Science in Ancient Times",AN N EA,0014W   , 001  
241,ANCIENT NEAR EAST,14W     ,1     ,C- ,1,21,"COONEY, KATHLYN M",03,"Medicine, Magic, and Science in Ancient Times",AN N EA,0014W   , 001  
241,ANCIENT NEAR EAST,14W     ,1     ,D- ,1,21,"COONEY, KATHLYN M",03,"Medicine, Magic, and Science in Ancient Times",AN N EA,0014W   , 001  
241,ANCIENT NEAR EAST,14W     ,1     ,F  ,2,21,"COONEY, KATHLYN M",03,"Medicine, Magic, and Science in Ancient Times",AN N EA,0014W   , 001  
241,ANCIENT NEAR EAST,14W     ,2     ,A+ ,2,23,"COONEY, KATHLYN M",03,"Medicine, Magic, and Science in Ancient Times",AN N EA,0014W   , 002  
241,ANCIENT NEAR EAST,14W     ,2     ,A  ,12,23,"COONEY, KATHLYN M",03,"Medicine, Magic, and Science in Ancient Times",AN N EA,0014W   , 002  
241,ANCIENT NEAR EAST,14W     ,2     ,A- ,2,23,"COONEY, KATHLYN M",03,"Medicine, Magic, and Science in Ancient Times",AN N EA,0014W   , 002  
241,ANCIENT NEAR EAST,14W     ,2     ,B+ ,1,23,"COONEY, KATHLYN M",03,"Medicine, Magic, and Science in Ancient Times",AN N EA,0014W   , 002  
241,ANCIENT NEAR EAST,14W     ,2     ,B  ,4,23,"COONEY, KATHLYN M",03,"Medicine, Magic, and Science in Ancient Times",AN N EA,0014W   , 002  
241,ANCIENT NEAR EAST,14W     ,2     ,C+ ,1,23,"COONEY, KATHLYN M",03,"Medicine, Magic, and Science in Ancient Times",AN N EA,0014W   , 002  
241,ANCIENT NEAR EAST,14W     ,2     ,F  ,1,23,"COONEY, KATHLYN M",03,"Medicine, Magic, and Science in Ancient Times",AN N EA,0014W   , 002  
241,ANCIENT NEAR EAST,15W     ,1     ,P  ,5,339,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 001  
241,ANCIENT NEAR EAST,15W     ,1     ,A+ ,73,339,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 001  
241,ANCIENT NEAR EAST,15W     ,1     ,NP ,1,339,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 001  
241,ANCIENT NEAR EAST,15W     ,1     ,A  ,172,339,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 001  
241,ANCIENT NEAR EAST,15W     ,1     ,A- ,46,339,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 001  
241,ANCIENT NEAR EAST,15W     ,1     ,B+ ,12,339,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 001  
241,ANCIENT NEAR EAST,15W     ,1     ,B  ,13,339,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 001  
241,ANCIENT NEAR EAST,15W     ,1     ,B- ,3,339,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 001  
241,ANCIENT NEAR EAST,15W     ,1     ,C+ ,2,339,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 001  
241,ANCIENT NEAR EAST,15W     ,1     ,C  ,6,339,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 001  
241,ANCIENT NEAR EAST,15W     ,1     ,C- ,1,339,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 001  
241,ANCIENT NEAR EAST,15W     ,1     ,D+ ,1,339,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 001  
241,ANCIENT NEAR EAST,15W     ,1     ,D  ,1,339,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 001  
241,ANCIENT NEAR EAST,15W     ,1     ,F  ,3,339,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 001  
241,ANCIENT NEAR EAST,15W     ,2     ,A+ ,94,305,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 002  
241,ANCIENT NEAR EAST,15W     ,2     ,P  ,2,305,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 002  
241,ANCIENT NEAR EAST,15W     ,2     ,A  ,155,305,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 002  
241,ANCIENT NEAR EAST,15W     ,2     ,I  ,1,305,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 002  
241,ANCIENT NEAR EAST,15W     ,2     ,A- ,24,305,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 002  
241,ANCIENT NEAR EAST,15W     ,2     ,B+ ,7,305,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 002  
241,ANCIENT NEAR EAST,15W     ,2     ,B  ,8,305,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 002  
241,ANCIENT NEAR EAST,15W     ,2     ,B- ,3,305,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 002  
241,ANCIENT NEAR EAST,15W     ,2     ,C+ ,2,305,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 002  
241,ANCIENT NEAR EAST,15W     ,2     ,C  ,3,305,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 002  
241,ANCIENT NEAR EAST,15W     ,2     ,D  ,2,305,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 002  
241,ANCIENT NEAR EAST,15W     ,2     ,F  ,5,305,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 002  
241,ANCIENT NEAR EAST,15W     ,2     ,I  ,1,305,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 002  
241,ANCIENT NEAR EAST,M130    ,1     ,A+ ,7,31,"COONEY, KATHLYN M",03,Ancient Egyptian Religion,AN N EA,0130  M , 001  
241,ANCIENT NEAR EAST,M130    ,1     ,P  ,1,31,"COONEY, KATHLYN M",03,Ancient Egyptian Religion,AN N EA,0130  M , 001  
241,ANCIENT NEAR EAST,M130    ,1     ,A  ,6,31,"COONEY, KATHLYN M",03,Ancient Egyptian Religion,AN N EA,0130  M , 001  
241,ANCIENT NEAR EAST,M130    ,1     ,A- ,4,31,"COONEY, KATHLYN M",03,Ancient Egyptian Religion,AN N EA,0130  M , 001  
241,ANCIENT NEAR EAST,M130    ,1     ,B+ ,3,31,"COONEY, KATHLYN M",03,Ancient Egyptian Religion,AN N EA,0130  M , 001  
241,ANCIENT NEAR EAST,M130    ,1     ,B  ,5,31,"COONEY, KATHLYN M",03,Ancient Egyptian Religion,AN N EA,0130  M , 001  
241,ANCIENT NEAR EAST,M130    ,1     ,B- ,2,31,"COONEY, KATHLYN M",03,Ancient Egyptian Religion,AN N EA,0130  M , 001  
241,ANCIENT NEAR EAST,M130    ,1     ,C  ,1,31,"COONEY, KATHLYN M",03,Ancient Egyptian Religion,AN N EA,0130  M , 001  
241,ANCIENT NEAR EAST,M130    ,1     ,D+ ,1,31,"COONEY, KATHLYN M",03,Ancient Egyptian Religion,AN N EA,0130  M , 001  
241,ANCIENT NEAR EAST,M130    ,1     ,D- ,1,31,"COONEY, KATHLYN M",03,Ancient Egyptian Religion,AN N EA,0130  M , 001  
241,ANTHROPOLOGY,2       ,1     ,P  ,2,63,"BIGHAM, ABIGAIL WINSLOW",03,Archaeology: Introduction,ANTHRO ,0002    , 001  
241,ANTHROPOLOGY,2       ,1     ,A+ ,53,63,"BIGHAM, ABIGAIL WINSLOW",03,Archaeology: Introduction,ANTHRO ,0002    , 001  
241,ANTHROPOLOGY,2       ,1     ,A  ,5,63,"BIGHAM, ABIGAIL WINSLOW",03,Archaeology: Introduction,ANTHRO ,0002    , 001  
241,ANTHROPOLOGY,2       ,1     ,A- ,1,63,"BIGHAM, ABIGAIL WINSLOW",03,Archaeology: Introduction,ANTHRO ,0002    , 001  
241,ANTHROPOLOGY,2       ,1     ,I  ,1,63,"BIGHAM, ABIGAIL WINSLOW",03,Archaeology: Introduction,ANTHRO ,0002    , 001  
241,ANTHROPOLOGY,2       ,1     ,B+ ,1,63,"BIGHAM, ABIGAIL WINSLOW",03,Archaeology: Introduction,ANTHRO ,0002    , 001  
241,ANTHROPOLOGY,2       ,1     ,C+ ,1,63,"BIGHAM, ABIGAIL WINSLOW",03,Archaeology: Introduction,ANTHRO ,0002    , 001  
241,ANTHROPOLOGY,2       ,1     ,I  ,1,63,"BIGHAM, ABIGAIL WINSLOW",03,Archaeology: Introduction,ANTHRO ,0002    , 001  
241,ANTHROPOLOGY,3       ,1     ,P  ,1,64,"BIGHAM, ABIGAIL WINSLOW",03,Culture and Society,ANTHRO ,0003    , 001  
241,ANTHROPOLOGY,3       ,1     ,A+ ,5,64,"BIGHAM, ABIGAIL WINSLOW",03,Culture and Society,ANTHRO ,0003    , 001  
241,ANTHROPOLOGY,3       ,1     ,NP ,1,64,"BIGHAM, ABIGAIL WINSLOW",03,Culture and Society,ANTHRO ,0003    , 001  
241,ANTHROPOLOGY,3       ,1     ,A  ,25,64,"BIGHAM, ABIGAIL WINSLOW",03,Culture and Society,ANTHRO ,0003    , 001  
241,ANTHROPOLOGY,3       ,1     ,A- ,15,64,"BIGHAM, ABIGAIL WINSLOW",03,Culture and Society,ANTHRO ,0003    , 001  
241,ANTHROPOLOGY,3       ,1     ,B+ ,9,64,"BIGHAM, ABIGAIL WINSLOW",03,Culture and Society,ANTHRO ,0003    , 001  
241,ANTHROPOLOGY,3       ,1     ,B  ,4,64,"BIGHAM, ABIGAIL WINSLOW",03,Culture and Society,ANTHRO ,0003    , 001  
241,ANTHROPOLOGY,3       ,1     ,B- ,1,64,"BIGHAM, ABIGAIL WINSLOW",03,Culture and Society,ANTHRO ,0003    , 001  
241,ANTHROPOLOGY,3       ,1     ,C  ,1,64,"BIGHAM, ABIGAIL WINSLOW",03,Culture and Society,ANTHRO ,0003    , 001  
241,ANTHROPOLOGY,3       ,1     ,F  ,2,64,"BIGHAM, ABIGAIL WINSLOW",03,Culture and Society,ANTHRO ,0003    , 001  
241,ANTHROPOLOGY,4       ,1     ,P  ,1,57,"BIGHAM, ABIGAIL WINSLOW",03,Culture and Communication,ANTHRO ,0004    , 001  
241,ANTHROPOLOGY,4       ,1     ,A+ ,34,57,"BIGHAM, ABIGAIL WINSLOW",03,Culture and Communication,ANTHRO ,0004    , 001  
241,ANTHROPOLOGY,4       ,1     ,A  ,14,57,"BIGHAM, ABIGAIL WINSLOW",03,Culture and Communication,ANTHRO ,0004    , 001  
241,ANTHROPOLOGY,4       ,1     ,A- ,4,57,"BIGHAM, ABIGAIL WINSLOW",03,Culture and Communication,ANTHRO ,0004    , 001  
241,ANTHROPOLOGY,4       ,1     ,B+ ,2,57,"BIGHAM, ABIGAIL WINSLOW",03,Culture and Communication,ANTHRO ,0004    , 001  
241,ANTHROPOLOGY,4       ,1     ,B  ,2,57,"BIGHAM, ABIGAIL WINSLOW",03,Culture and Communication,ANTHRO ,0004    , 001  
241,ANTHROPOLOGY,124Q    ,1     ,A+ ,6,50,"BIGHAM, ABIGAIL WINSLOW",03,Evolutionary Psychology,ANTHRO ,0124Q   , 001  
241,ANTHROPOLOGY,124Q    ,1     ,A  ,37,50,"BIGHAM, ABIGAIL WINSLOW",03,Evolutionary Psychology,ANTHRO ,0124Q   , 001  
241,ANTHROPOLOGY,124Q    ,1     ,B  ,4,50,"BIGHAM, ABIGAIL WINSLOW",03,Evolutionary Psychology,ANTHRO ,0124Q   , 001  
241,ANTHROPOLOGY,124Q    ,1     ,D  ,1,50,"BIGHAM, ABIGAIL WINSLOW",03,Evolutionary Psychology,ANTHRO ,0124Q   , 001  
241,ANTHROPOLOGY,124Q    ,1     ,F  ,2,50,"BIGHAM, ABIGAIL WINSLOW",03,Evolutionary Psychology,ANTHRO ,0124Q   , 001  
241,ANTHROPOLOGY,126P    ,1     ,A+ ,7,31,"RASHIDI, JENNIFER S",01,Paleopathology,ANTHRO ,0126P   , 001  
241,ANTHROPOLOGY,126P    ,1     ,A  ,6,31,"RASHIDI, JENNIFER S",01,Paleopathology,ANTHRO ,0126P   , 001  
241,ANTHROPOLOGY,126P    ,1     ,A- ,2,31,"RASHIDI, JENNIFER S",01,Paleopathology,ANTHRO ,0126P   , 001  
241,ANTHROPOLOGY,126P    ,1     ,B+ ,4,31,"RASHIDI, JENNIFER S",01,Paleopathology,ANTHRO ,0126P   , 001  
241,ANTHROPOLOGY,126P    ,1     ,B  ,6,31,"RASHIDI, JENNIFER S",01,Paleopathology,ANTHRO ,0126P   , 001  
241,ANTHROPOLOGY,126P    ,1     ,B- ,2,31,"RASHIDI, JENNIFER S",01,Paleopathology,ANTHRO ,0126P   , 001  
241,ANTHROPOLOGY,126P    ,1     ,C+ ,1,31,"RASHIDI, JENNIFER S",01,Paleopathology,ANTHRO ,0126P   , 001  
241,ANTHROPOLOGY,126P    ,1     ,C  ,1,31,"RASHIDI, JENNIFER S",01,Paleopathology,ANTHRO ,0126P   , 001  
241,ANTHROPOLOGY,126P    ,1     ,C- ,1,31,"RASHIDI, JENNIFER S",01,Paleopathology,ANTHRO ,0126P   , 001  
241,ANTHROPOLOGY,126P    ,1     ,D+ ,1,31,"RASHIDI, JENNIFER S",01,Paleopathology,ANTHRO ,0126P   , 001  
241,ANTHROPOLOGY,135     ,1     ,A+ ,18,33,"BIGHAM, ABIGAIL WINSLOW",03,Visual Anthropology: Documentary Photography,ANTHRO ,0135    , 001  
241,ANTHROPOLOGY,135     ,1     ,A  ,6,33,"BIGHAM, ABIGAIL WINSLOW",03,Visual Anthropology: Documentary Photography,ANTHRO ,0135    , 001  
241,ANTHROPOLOGY,135     ,1     ,I  ,4,33,"BIGHAM, ABIGAIL WINSLOW",03,Visual Anthropology: Documentary Photography,ANTHRO ,0135    , 001  
241,ANTHROPOLOGY,135     ,1     ,B+ ,2,33,"BIGHAM, ABIGAIL WINSLOW",03,Visual Anthropology: Documentary Photography,ANTHRO ,0135    , 001  
241,ANTHROPOLOGY,135     ,1     ,B  ,2,33,"BIGHAM, ABIGAIL WINSLOW",03,Visual Anthropology: Documentary Photography,ANTHRO ,0135    , 001  
241,ANTHROPOLOGY,135     ,1     ,D+ ,1,33,"BIGHAM, ABIGAIL WINSLOW",03,Visual Anthropology: Documentary Photography,ANTHRO ,0135    , 001  
241,ANTHROPOLOGY,135     ,1     ,D  ,1,33,"BIGHAM, ABIGAIL WINSLOW",03,Visual Anthropology: Documentary Photography,ANTHRO ,0135    , 001  
241,ANTHROPOLOGY,135     ,1     ,F  ,3,33,"BIGHAM, ABIGAIL WINSLOW",03,Visual Anthropology: Documentary Photography,ANTHRO ,0135    , 001  
241,ANTHROPOLOGY,135     ,1     ,I  ,4,33,"BIGHAM, ABIGAIL WINSLOW",03,Visual Anthropology: Documentary Photography,ANTHRO ,0135    , 001  
241,ANTHROPOLOGY,137P    ,1     ,A+ ,3,11,"BIGHAM, ABIGAIL WINSLOW",03,Anthropology of Deviance and Abnormality,ANTHRO ,0137P   , 001  
241,ANTHROPOLOGY,137P    ,1     ,A  ,6,11,"BIGHAM, ABIGAIL WINSLOW",03,Anthropology of Deviance and Abnormality,ANTHRO ,0137P   , 001  
241,ANTHROPOLOGY,137P    ,1     ,B+ ,1,11,"BIGHAM, ABIGAIL WINSLOW",03,Anthropology of Deviance and Abnormality,ANTHRO ,0137P   , 001  
241,ANTHROPOLOGY,137P    ,1     ,C  ,1,11,"BIGHAM, ABIGAIL WINSLOW",03,Anthropology of Deviance and Abnormality,ANTHRO ,0137P   , 001  
241,ANTHROPOLOGY,145S    ,1     ,A+ ,2,15,"BIGHAM, ABIGAIL WINSLOW",03,"Culture, Gender, Sexuality",ANTHRO ,0145S   , 001  
241,ANTHROPOLOGY,145S    ,1     ,A  ,9,15,"BIGHAM, ABIGAIL WINSLOW",03,"Culture, Gender, Sexuality",ANTHRO ,0145S   , 001  
241,ANTHROPOLOGY,145S    ,1     ,I  ,1,15,"BIGHAM, ABIGAIL WINSLOW",03,"Culture, Gender, Sexuality",ANTHRO ,0145S   , 001  
241,ANTHROPOLOGY,145S    ,1     ,B  ,1,15,"BIGHAM, ABIGAIL WINSLOW",03,"Culture, Gender, Sexuality",ANTHRO ,0145S   , 001  
241,ANTHROPOLOGY,145S    ,1     ,B- ,2,15,"BIGHAM, ABIGAIL WINSLOW",03,"Culture, Gender, Sexuality",ANTHRO ,0145S   , 001  
241,ANTHROPOLOGY,145S    ,1     ,D  ,1,15,"BIGHAM, ABIGAIL WINSLOW",03,"Culture, Gender, Sexuality",ANTHRO ,0145S   , 001  
241,ANTHROPOLOGY,145S    ,1     ,I  ,1,15,"BIGHAM, ABIGAIL WINSLOW",03,"Culture, Gender, Sexuality",ANTHRO ,0145S   , 001  
241,ANTHROPOLOGY,146     ,1     ,A+ ,3,23,"BIGHAM, ABIGAIL WINSLOW",03,Urban Anthropology,ANTHRO ,0146    , 001  
241,ANTHROPOLOGY,146     ,1     ,A  ,12,23,"BIGHAM, ABIGAIL WINSLOW",03,Urban Anthropology,ANTHRO ,0146    , 001  
241,ANTHROPOLOGY,146     ,1     ,A- ,5,23,"BIGHAM, ABIGAIL WINSLOW",03,Urban Anthropology,ANTHRO ,0146    , 001  
241,ANTHROPOLOGY,146     ,1     ,B  ,2,23,"BIGHAM, ABIGAIL WINSLOW",03,Urban Anthropology,ANTHRO ,0146    , 001  
241,ANTHROPOLOGY,146     ,1     ,C+ ,1,23,"BIGHAM, ABIGAIL WINSLOW",03,Urban Anthropology,ANTHRO ,0146    , 001  
241,ANTHROPOLOGY,M150    ,1     ,A+ ,18,41,"BIGHAM, ABIGAIL WINSLOW",03,Language in Culture,ANTHRO ,0150  M , 001  
241,ANTHROPOLOGY,M150    ,1     ,A  ,14,41,"BIGHAM, ABIGAIL WINSLOW",03,Language in Culture,ANTHRO ,0150  M , 001  
241,ANTHROPOLOGY,M150    ,1     ,I  ,1,41,"BIGHAM, ABIGAIL WINSLOW",03,Language in Culture,ANTHRO ,0150  M , 001  
241,ANTHROPOLOGY,M150    ,1     ,B+ ,3,41,"BIGHAM, ABIGAIL WINSLOW",03,Language in Culture,ANTHRO ,0150  M , 001  
241,ANTHROPOLOGY,M150    ,1     ,B  ,1,41,"BIGHAM, ABIGAIL WINSLOW",03,Language in Culture,ANTHRO ,0150  M , 001  
241,ANTHROPOLOGY,M150    ,1     ,B- ,1,41,"BIGHAM, ABIGAIL WINSLOW",03,Language in Culture,ANTHRO ,0150  M , 001  
241,ANTHROPOLOGY,M150    ,1     ,C+ ,1,41,"BIGHAM, ABIGAIL WINSLOW",03,Language in Culture,ANTHRO ,0150  M , 001  
241,ANTHROPOLOGY,M150    ,1     ,C  ,1,41,"BIGHAM, ABIGAIL WINSLOW",03,Language in Culture,ANTHRO ,0150  M , 001  
241,ANTHROPOLOGY,M150    ,1     ,D  ,1,41,"BIGHAM, ABIGAIL WINSLOW",03,Language in Culture,ANTHRO ,0150  M , 001  
241,ANTHROPOLOGY,M150    ,1     ,F  ,1,41,"BIGHAM, ABIGAIL WINSLOW",03,Language in Culture,ANTHRO ,0150  M , 001  
241,ANTHROPOLOGY,M150    ,1     ,I  ,1,41,"BIGHAM, ABIGAIL WINSLOW",03,Language in Culture,ANTHRO ,0150  M , 001  
241,ANTHROPOLOGY,151     ,1     ,A+ ,16,25,"BIGHAM, ABIGAIL WINSLOW",03,Ethnography of Everyday Speech,ANTHRO ,0151    , 001  
241,ANTHROPOLOGY,151     ,1     ,A  ,3,25,"BIGHAM, ABIGAIL WINSLOW",03,Ethnography of Everyday Speech,ANTHRO ,0151    , 001  
241,ANTHROPOLOGY,151     ,1     ,A- ,2,25,"BIGHAM, ABIGAIL WINSLOW",03,Ethnography of Everyday Speech,ANTHRO ,0151    , 001  
241,ANTHROPOLOGY,151     ,1     ,I  ,2,25,"BIGHAM, ABIGAIL WINSLOW",03,Ethnography of Everyday Speech,ANTHRO ,0151    , 001  
