enrl_term_cd,subj_area_name,disp_catlg_no,disp_sect_no,grd_cd,num_grd,enrl_tot,instr_nm,instr_func_cd,crs_long_ttl,subj_area_cd,crs_catlg_no,sect_no
231,ATMOSPHERIC AND OCEANIC SCIENCES,2       ,1     ,P  ,1,25,"GONZALEZ, DAVID",01,Air Pollution,A&O SCI,0002    , 001  
231,ATMOSPHERIC AND OCEANIC SCIENCES,2       ,1     ,A+ ,12,25,"GONZALEZ, DAVID",01,Air Pollution,A&O SCI,0002    , 001  
231,ATMOSPHERIC AND OCEANIC SCIENCES,2       ,1     ,A  ,5,25,"GONZALEZ, DAVID",01,Air Pollution,A&O SCI,0002    , 001  
231,ATMOSPHERIC AND OCEANIC SCIENCES,2       ,1     ,NP ,1,25,"GONZALEZ, DAVID",01,Air Pollution,A&O SCI,0002    , 001  
231,ATMOSPHERIC AND OCEANIC SCIENCES,2       ,1     ,A- ,4,25,"GONZALEZ, DAVID",01,Air Pollution,A&O SCI,0002    , 001  
231,ATMOSPHERIC AND OCEANIC SCIENCES,2       ,1     ,B+ ,1,25,"GONZALEZ, DAVID",01,Air Pollution,A&O SCI,0002    , 001  
231,ATMOSPHERIC AND OCEANIC SCIENCES,2       ,1     ,C  ,1,25,"GONZALEZ, DAVID",01,Air Pollution,A&O SCI,0002    , 001  
231,AFRICAN AMERICAN STUDIES,1       ,1     ,A+ ,54,151,"EDU, UGO FELICIA",01,Introduction to Black Studies,AF AMER,0001    , 001  
231,AFRICAN AMERICAN STUDIES,1       ,1     ,P  ,3,151,"EDU, UGO FELICIA",01,Introduction to Black Studies,AF AMER,0001    , 001  
231,AFRICAN AMERICAN STUDIES,1       ,1     ,S  ,1,151,"EDU, UGO FELICIA",01,Introduction to Black Studies,AF AMER,0001    , 001  
231,AFRICAN AMERICAN STUDIES,1       ,1     ,A  ,56,151,"EDU, UGO FELICIA",01,Introduction to Black Studies,AF AMER,0001    , 001  
231,AFRICAN AMERICAN STUDIES,1       ,1     ,A- ,13,151,"EDU, UGO FELICIA",01,Introduction to Black Studies,AF AMER,0001    , 001  
231,AFRICAN AMERICAN STUDIES,1       ,1     ,B+ ,16,151,"EDU, UGO FELICIA",01,Introduction to Black Studies,AF AMER,0001    , 001  
231,AFRICAN AMERICAN STUDIES,1       ,1     ,B  ,3,151,"EDU, UGO FELICIA",01,Introduction to Black Studies,AF AMER,0001    , 001  
231,AFRICAN AMERICAN STUDIES,1       ,1     ,B- ,2,151,"EDU, UGO FELICIA",01,Introduction to Black Studies,AF AMER,0001    , 001  
231,AFRICAN AMERICAN STUDIES,1       ,1     ,C+ ,1,151,"EDU, UGO FELICIA",01,Introduction to Black Studies,AF AMER,0001    , 001  
231,AFRICAN AMERICAN STUDIES,1       ,1     ,F  ,2,151,"EDU, UGO FELICIA",01,Introduction to Black Studies,AF AMER,0001    , 001  
231,AFRICAN AMERICAN STUDIES,6       ,1     ,A+ ,7,59,"STREETER, CAROLINE ANNE",01,Trends in Black Intellectual Thought,AF AMER,0006    , 001  
231,AFRICAN AMERICAN STUDIES,6       ,1     ,A  ,25,59,"STREETER, CAROLINE ANNE",01,Trends in Black Intellectual Thought,AF AMER,0006    , 001  
231,AFRICAN AMERICAN STUDIES,6       ,1     ,A- ,7,59,"STREETER, CAROLINE ANNE",01,Trends in Black Intellectual Thought,AF AMER,0006    , 001  
231,AFRICAN AMERICAN STUDIES,6       ,1     ,B+ ,7,59,"STREETER, CAROLINE ANNE",01,Trends in Black Intellectual Thought,AF AMER,0006    , 001  
231,AFRICAN AMERICAN STUDIES,6       ,1     ,B  ,9,59,"STREETER, CAROLINE ANNE",01,Trends in Black Intellectual Thought,AF AMER,0006    , 001  
231,AFRICAN AMERICAN STUDIES,6       ,1     ,B- ,3,59,"STREETER, CAROLINE ANNE",01,Trends in Black Intellectual Thought,AF AMER,0006    , 001  
231,AFRICAN AMERICAN STUDIES,6       ,1     ,C+ ,1,59,"STREETER, CAROLINE ANNE",01,Trends in Black Intellectual Thought,AF AMER,0006    , 001  
231,AFRICAN AMERICAN STUDIES,M104A   ,1     ,S  ,1,21,"MAZZAFERRO, ALEXANDER M",01,Early African American Literature,AF AMER,0104A M , 001  
231,AFRICAN AMERICAN STUDIES,M104A   ,1     ,A  ,5,21,"MAZZAFERRO, ALEXANDER M",01,Early African American Literature,AF AMER,0104A M , 001  
231,AFRICAN AMERICAN STUDIES,M104A   ,1     ,I  ,1,21,"MAZZAFERRO, ALEXANDER M",01,Early African American Literature,AF AMER,0104A M , 001  
231,AFRICAN AMERICAN STUDIES,M104A   ,1     ,A- ,2,21,"MAZZAFERRO, ALEXANDER M",01,Early African American Literature,AF AMER,0104A M , 001  
231,AFRICAN AMERICAN STUDIES,M104A   ,1     ,B+ ,2,21,"MAZZAFERRO, ALEXANDER M",01,Early African American Literature,AF AMER,0104A M , 001  
231,AFRICAN AMERICAN STUDIES,M104A   ,1     ,B  ,1,21,"MAZZAFERRO, ALEXANDER M",01,Early African American Literature,AF AMER,0104A M , 001  
231,AFRICAN AMERICAN STUDIES,M104A   ,1     ,B- ,1,21,"MAZZAFERRO, ALEXANDER M",01,Early African American Literature,AF AMER,0104A M , 001  
231,AFRICAN AMERICAN STUDIES,M104A   ,1     ,C+ ,5,21,"MAZZAFERRO, ALEXANDER M",01,Early African American Literature,AF AMER,0104A M , 001  
231,AFRICAN AMERICAN STUDIES,M104A   ,1     ,C- ,1,21,"MAZZAFERRO, ALEXANDER M",01,Early African American Literature,AF AMER,0104A M , 001  
231,AFRICAN AMERICAN STUDIES,M104A   ,1     ,D  ,2,21,"MAZZAFERRO, ALEXANDER M",01,Early African American Literature,AF AMER,0104A M , 001  
231,AFRICAN AMERICAN STUDIES,M104A   ,1     ,F  ,1,21,"MAZZAFERRO, ALEXANDER M",01,Early African American Literature,AF AMER,0104A M , 001  
231,AFRICAN AMERICAN STUDIES,M104A   ,1     ,I  ,1,21,"MAZZAFERRO, ALEXANDER M",01,Early African American Literature,AF AMER,0104A M , 001  
231,AFRICAN AMERICAN STUDIES,M107    ,1     ,A+ ,1,16,"KEYES, CHERYL L",03,Cultural History of Rap,AF AMER,0107  M , 001  
231,AFRICAN AMERICAN STUDIES,M107    ,1     ,A  ,5,16,"KEYES, CHERYL L",03,Cultural History of Rap,AF AMER,0107  M , 001  
231,AFRICAN AMERICAN STUDIES,M107    ,1     ,A- ,5,16,"KEYES, CHERYL L",03,Cultural History of Rap,AF AMER,0107  M , 001  
231,AFRICAN AMERICAN STUDIES,M107    ,1     ,B+ ,3,16,"KEYES, CHERYL L",03,Cultural History of Rap,AF AMER,0107  M , 001  
231,AFRICAN AMERICAN STUDIES,M107    ,1     ,B  ,1,16,"KEYES, CHERYL L",03,Cultural History of Rap,AF AMER,0107  M , 001  
231,AFRICAN AMERICAN STUDIES,M107    ,1     ,B- ,1,16,"KEYES, CHERYL L",03,Cultural History of Rap,AF AMER,0107  M , 001  
231,AFRICAN AMERICAN STUDIES,110A    ,1     ,A  ,3,13,"KEEL, TERENCE D",01,"Race, Science, and Society",AF AMER,0110A   , 001  
231,AFRICAN AMERICAN STUDIES,110A    ,1     ,I  ,1,13,"KEEL, TERENCE D",01,"Race, Science, and Society",AF AMER,0110A   , 001  
231,AFRICAN AMERICAN STUDIES,110A    ,1     ,A- ,1,13,"KEEL, TERENCE D",01,"Race, Science, and Society",AF AMER,0110A   , 001  
231,AFRICAN AMERICAN STUDIES,110A    ,1     ,B+ ,4,13,"KEEL, TERENCE D",01,"Race, Science, and Society",AF AMER,0110A   , 001  
231,AFRICAN AMERICAN STUDIES,110A    ,1     ,B  ,2,13,"KEEL, TERENCE D",01,"Race, Science, and Society",AF AMER,0110A   , 001  
231,AFRICAN AMERICAN STUDIES,110A    ,1     ,C+ ,2,13,"KEEL, TERENCE D",01,"Race, Science, and Society",AF AMER,0110A   , 001  
231,AFRICAN AMERICAN STUDIES,110A    ,1     ,F  ,1,13,"KEEL, TERENCE D",01,"Race, Science, and Society",AF AMER,0110A   , 001  
231,AFRICAN AMERICAN STUDIES,110A    ,1     ,I  ,1,13,"KEEL, TERENCE D",01,"Race, Science, and Society",AF AMER,0110A   , 001  
231,AFRICAN AMERICAN STUDIES,176     ,1     ,A  ,21,33,"VON BLUM, PAUL",01,"Race, Racism, and Law",AF AMER,0176    , 001  
231,AFRICAN AMERICAN STUDIES,176     ,1     ,A- ,4,33,"VON BLUM, PAUL",01,"Race, Racism, and Law",AF AMER,0176    , 001  
231,AFRICAN AMERICAN STUDIES,176     ,1     ,I  ,4,33,"VON BLUM, PAUL",01,"Race, Racism, and Law",AF AMER,0176    , 001  
231,AFRICAN AMERICAN STUDIES,176     ,1     ,B+ ,2,33,"VON BLUM, PAUL",01,"Race, Racism, and Law",AF AMER,0176    , 001  
231,AFRICAN AMERICAN STUDIES,176     ,1     ,B  ,3,33,"VON BLUM, PAUL",01,"Race, Racism, and Law",AF AMER,0176    , 001  
231,AFRICAN AMERICAN STUDIES,176     ,1     ,I  ,4,33,"VON BLUM, PAUL",01,"Race, Racism, and Law",AF AMER,0176    , 001  
231,ANCIENT NEAR EAST,10W     ,2     ,A  ,5,10,"SCHNIEDEWIND, WILLIAM M",03,Jerusalem: Holy City,AN N EA,0010W   , 002  
231,ANCIENT NEAR EAST,10W     ,2     ,A- ,2,10,"SCHNIEDEWIND, WILLIAM M",03,Jerusalem: Holy City,AN N EA,0010W   , 002  
231,ANCIENT NEAR EAST,10W     ,2     ,B+ ,2,10,"SCHNIEDEWIND, WILLIAM M",03,Jerusalem: Holy City,AN N EA,0010W   , 002  
231,ANCIENT NEAR EAST,10W     ,2     ,B  ,1,10,"SCHNIEDEWIND, WILLIAM M",03,Jerusalem: Holy City,AN N EA,0010W   , 002  
231,ANCIENT NEAR EAST,10W     ,3     ,A  ,6,17,"SCHNIEDEWIND, WILLIAM M",03,Jerusalem: Holy City,AN N EA,0010W   , 003  
231,ANCIENT NEAR EAST,10W     ,3     ,I  ,1,17,"SCHNIEDEWIND, WILLIAM M",03,Jerusalem: Holy City,AN N EA,0010W   , 003  
231,ANCIENT NEAR EAST,10W     ,3     ,B+ ,7,17,"SCHNIEDEWIND, WILLIAM M",03,Jerusalem: Holy City,AN N EA,0010W   , 003  
231,ANCIENT NEAR EAST,10W     ,3     ,B  ,1,17,"SCHNIEDEWIND, WILLIAM M",03,Jerusalem: Holy City,AN N EA,0010W   , 003  
231,ANCIENT NEAR EAST,10W     ,3     ,D+ ,1,17,"SCHNIEDEWIND, WILLIAM M",03,Jerusalem: Holy City,AN N EA,0010W   , 003  
231,ANCIENT NEAR EAST,10W     ,3     ,F  ,2,17,"SCHNIEDEWIND, WILLIAM M",03,Jerusalem: Holy City,AN N EA,0010W   , 003  
231,ANCIENT NEAR EAST,10W     ,3     ,I  ,1,17,"SCHNIEDEWIND, WILLIAM M",03,Jerusalem: Holy City,AN N EA,0010W   , 003  
231,ANCIENT NEAR EAST,14W     ,1     ,A+ ,5,14,"COONEY, KATHLYN M",03,"Medicine, Magic, and Science in Ancient Times",AN N EA,0014W   , 001  
231,ANCIENT NEAR EAST,14W     ,1     ,A  ,7,14,"COONEY, KATHLYN M",03,"Medicine, Magic, and Science in Ancient Times",AN N EA,0014W   , 001  
231,ANCIENT NEAR EAST,14W     ,1     ,A- ,1,14,"COONEY, KATHLYN M",03,"Medicine, Magic, and Science in Ancient Times",AN N EA,0014W   , 001  
231,ANCIENT NEAR EAST,14W     ,1     ,B  ,1,14,"COONEY, KATHLYN M",03,"Medicine, Magic, and Science in Ancient Times",AN N EA,0014W   , 001  
231,ANCIENT NEAR EAST,14W     ,2     ,A+ ,2,17,"COONEY, KATHLYN M",03,"Medicine, Magic, and Science in Ancient Times",AN N EA,0014W   , 002  
231,ANCIENT NEAR EAST,14W     ,2     ,A  ,3,17,"COONEY, KATHLYN M",03,"Medicine, Magic, and Science in Ancient Times",AN N EA,0014W   , 002  
231,ANCIENT NEAR EAST,14W     ,2     ,A- ,1,17,"COONEY, KATHLYN M",03,"Medicine, Magic, and Science in Ancient Times",AN N EA,0014W   , 002  
231,ANCIENT NEAR EAST,14W     ,2     ,B+ ,4,17,"COONEY, KATHLYN M",03,"Medicine, Magic, and Science in Ancient Times",AN N EA,0014W   , 002  
231,ANCIENT NEAR EAST,14W     ,2     ,B  ,1,17,"COONEY, KATHLYN M",03,"Medicine, Magic, and Science in Ancient Times",AN N EA,0014W   , 002  
231,ANCIENT NEAR EAST,14W     ,2     ,C+ ,1,17,"COONEY, KATHLYN M",03,"Medicine, Magic, and Science in Ancient Times",AN N EA,0014W   , 002  
231,ANCIENT NEAR EAST,14W     ,2     ,C  ,2,17,"COONEY, KATHLYN M",03,"Medicine, Magic, and Science in Ancient Times",AN N EA,0014W   , 002  
231,ANCIENT NEAR EAST,14W     ,2     ,C- ,1,17,"COONEY, KATHLYN M",03,"Medicine, Magic, and Science in Ancient Times",AN N EA,0014W   , 002  
231,ANCIENT NEAR EAST,14W     ,2     ,D  ,1,17,"COONEY, KATHLYN M",03,"Medicine, Magic, and Science in Ancient Times",AN N EA,0014W   , 002  
231,ANCIENT NEAR EAST,14W     ,2     ,F  ,1,17,"COONEY, KATHLYN M",03,"Medicine, Magic, and Science in Ancient Times",AN N EA,0014W   , 002  
231,ANCIENT NEAR EAST,15W     ,1     ,A+ ,76,282,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 001  
231,ANCIENT NEAR EAST,15W     ,1     ,P  ,6,282,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 001  
231,ANCIENT NEAR EAST,15W     ,1     ,A  ,121,282,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 001  
231,ANCIENT NEAR EAST,15W     ,1     ,NP ,2,282,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 001  
231,ANCIENT NEAR EAST,15W     ,1     ,A- ,36,282,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 001  
231,ANCIENT NEAR EAST,15W     ,1     ,B+ ,8,282,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 001  
231,ANCIENT NEAR EAST,15W     ,1     ,B  ,12,282,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 001  
231,ANCIENT NEAR EAST,15W     ,1     ,B- ,6,282,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 001  
231,ANCIENT NEAR EAST,15W     ,1     ,C+ ,4,282,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 001  
231,ANCIENT NEAR EAST,15W     ,1     ,D+ ,1,282,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 001  
231,ANCIENT NEAR EAST,15W     ,1     ,D  ,1,282,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 001  
231,ANCIENT NEAR EAST,15W     ,1     ,F  ,9,282,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 001  
231,ANCIENT NEAR EAST,15W     ,2     ,A+ ,67,287,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 002  
231,ANCIENT NEAR EAST,15W     ,2     ,P  ,4,287,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 002  
231,ANCIENT NEAR EAST,15W     ,2     ,A  ,136,287,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 002  
231,ANCIENT NEAR EAST,15W     ,2     ,A- ,41,287,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 002  
231,ANCIENT NEAR EAST,15W     ,2     ,I  ,1,287,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 002  
231,ANCIENT NEAR EAST,15W     ,2     ,B+ ,18,287,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 002  
231,ANCIENT NEAR EAST,15W     ,2     ,B  ,4,287,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 002  
231,ANCIENT NEAR EAST,15W     ,2     ,B- ,6,287,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 002  
231,ANCIENT NEAR EAST,15W     ,2     ,C+ ,1,287,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 002  
231,ANCIENT NEAR EAST,15W     ,2     ,C  ,2,287,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 002  
231,ANCIENT NEAR EAST,15W     ,2     ,C- ,1,287,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 002  
231,ANCIENT NEAR EAST,15W     ,2     ,D+ ,1,287,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 002  
231,ANCIENT NEAR EAST,15W     ,2     ,D  ,1,287,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 002  
231,ANCIENT NEAR EAST,15W     ,2     ,D- ,2,287,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 002  
231,ANCIENT NEAR EAST,15W     ,2     ,F  ,4,287,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 002  
231,ANCIENT NEAR EAST,15W     ,2     ,I  ,1,287,"COONEY, KATHLYN M",01,Women and Power in Ancient World,AN N EA,0015W   , 002  
231,ANCIENT NEAR EAST,M130    ,1     ,P  ,1,23,"COONEY, KATHLYN M",03,Ancient Egyptian Religion,AN N EA,0130  M , 001  
231,ANCIENT NEAR EAST,M130    ,1     ,A+ ,4,23,"COONEY, KATHLYN M",03,Ancient Egyptian Religion,AN N EA,0130  M , 001  
231,ANCIENT NEAR EAST,M130    ,1     ,A  ,10,23,"COONEY, KATHLYN M",03,Ancient Egyptian Religion,AN N EA,0130  M , 001  
231,ANCIENT NEAR EAST,M130    ,1     ,I  ,1,23,"COONEY, KATHLYN M",03,Ancient Egyptian Religion,AN N EA,0130  M , 001  
231,ANCIENT NEAR EAST,M130    ,1     ,A- ,3,23,"COONEY, KATHLYN M",03,Ancient Egyptian Religion,AN N EA,0130  M , 001  
231,ANCIENT NEAR EAST,M130    ,1     ,B  ,3,23,"COONEY, KATHLYN M",03,Ancient Egyptian Religion,AN N EA,0130  M , 001  
231,ANCIENT NEAR EAST,M130    ,1     ,C  ,1,23,"COONEY, KATHLYN M",03,Ancient Egyptian Religion,AN N EA,0130  M , 001  
231,ANCIENT NEAR EAST,M130    ,1     ,C- ,1,23,"COONEY, KATHLYN M",03,Ancient Egyptian Religion,AN N EA,0130  M , 001  
231,ANCIENT NEAR EAST,M130    ,1     ,I  ,1,23,"COONEY, KATHLYN M",03,Ancient Egyptian Religion,AN N EA,0130  M , 001  
231,ANTHROPOLOGY,1       ,1     ,P  ,5,101,"BIGHAM, ABIGAIL WINSLOW",03,Human Evolution,ANTHRO ,0001    , 001  
231,ANTHROPOLOGY,1       ,1     ,A+ ,12,101,"BIGHAM, ABIGAIL WINSLOW",03,Human Evolution,ANTHRO ,0001    , 001  
231,ANTHROPOLOGY,1       ,1     ,A  ,36,101,"BIGHAM, ABIGAIL WINSLOW",03,Human Evolution,ANTHRO ,0001    , 001  
231,ANTHROPOLOGY,1       ,1     ,A- ,13,101,"BIGHAM, ABIGAIL WINSLOW",03,Human Evolution,ANTHRO ,0001    , 001  
231,ANTHROPOLOGY,1       ,1     ,B+ ,9,101,"BIGHAM, ABIGAIL WINSLOW",03,Human Evolution,ANTHRO ,0001    , 001  
231,ANTHROPOLOGY,1       ,1     ,B  ,9,101,"BIGHAM, ABIGAIL WINSLOW",03,Human Evolution,ANTHRO ,0001    , 001  
231,ANTHROPOLOGY,1       ,1     ,B- ,6,101,"BIGHAM, ABIGAIL WINSLOW",03,Human Evolution,ANTHRO ,0001    , 001  
231,ANTHROPOLOGY,1       ,1     ,C+ ,2,101,"BIGHAM, ABIGAIL WINSLOW",03,Human Evolution,ANTHRO ,0001    , 001  
231,ANTHROPOLOGY,1       ,1     ,C  ,4,101,"BIGHAM, ABIGAIL WINSLOW",03,Human Evolution,ANTHRO ,0001    , 001  
231,ANTHROPOLOGY,1       ,1     ,C- ,1,101,"BIGHAM, ABIGAIL WINSLOW",03,Human Evolution,ANTHRO ,0001    , 001  
231,ANTHROPOLOGY,1       ,1     ,D- ,1,101,"BIGHAM, ABIGAIL WINSLOW",03,Human Evolution,ANTHRO ,0001    , 001  
231,ANTHROPOLOGY,1       ,1     ,F  ,3,101,"BIGHAM, ABIGAIL WINSLOW",03,Human Evolution,ANTHRO ,0001    , 001  
231,ANTHROPOLOGY,3       ,1     ,P  ,5,58,"BIGHAM, ABIGAIL WINSLOW",03,Culture and Society,ANTHRO ,0003    , 001  
231,ANTHROPOLOGY,3       ,1     ,A+ ,21,58,"BIGHAM, ABIGAIL WINSLOW",03,Culture and Society,ANTHRO ,0003    , 001  
231,ANTHROPOLOGY,3       ,1     ,A  ,14,58,"BIGHAM, ABIGAIL WINSLOW",03,Culture and Society,ANTHRO ,0003    , 001  
231,ANTHROPOLOGY,3       ,1     ,A- ,7,58,"BIGHAM, ABIGAIL WINSLOW",03,Culture and Society,ANTHRO ,0003    , 001  
231,ANTHROPOLOGY,3       ,1     ,B+ ,1,58,"BIGHAM, ABIGAIL WINSLOW",03,Culture and Society,ANTHRO ,0003    , 001  
231,ANTHROPOLOGY,3       ,1     ,B  ,1,58,"BIGHAM, ABIGAIL WINSLOW",03,Culture and Society,ANTHRO ,0003    , 001  
231,ANTHROPOLOGY,3       ,1     ,B- ,1,58,"BIGHAM, ABIGAIL WINSLOW",03,Culture and Society,ANTHRO ,0003    , 001  
231,ANTHROPOLOGY,3       ,1     ,C- ,1,58,"BIGHAM, ABIGAIL WINSLOW",03,Culture and Society,ANTHRO ,0003    , 001  
231,ANTHROPOLOGY,3       ,1     ,D  ,1,58,"BIGHAM, ABIGAIL WINSLOW",03,Culture and Society,ANTHRO ,0003    , 001  
231,ANTHROPOLOGY,3       ,1     ,D- ,1,58,"BIGHAM, ABIGAIL WINSLOW",03,Culture and Society,ANTHRO ,0003    , 001  
231,ANTHROPOLOGY,3       ,1     ,F  ,5,58,"BIGHAM, ABIGAIL WINSLOW",03,Culture and Society,ANTHRO ,0003    , 001  
231,ANTHROPOLOGY,110     ,1     ,A+ ,17,20,"NEUBAUER, FERNANDA",01,Principles of Archaeology,ANTHRO ,0110    , 001  
231,ANTHROPOLOGY,110     ,1     ,B+ ,1,20,"NEUBAUER, FERNANDA",01,Principles of Archaeology,ANTHRO ,0110    , 001  
231,ANTHROPOLOGY,110     ,1     ,C  ,1,20,"NEUBAUER, FERNANDA",01,Principles of Archaeology,ANTHRO ,0110    , 001  
231,ANTHROPOLOGY,110     ,1     ,D+ ,1,20,"NEUBAUER, FERNANDA",01,Principles of Archaeology,ANTHRO ,0110    , 001  
231,ANTHROPOLOGY,124Q    ,1     ,A+ ,12,72,"BIGHAM, ABIGAIL WINSLOW",03,Evolutionary Psychology,ANTHRO ,0124Q   , 001  
231,ANTHROPOLOGY,124Q    ,1     ,A  ,28,72,"BIGHAM, ABIGAIL WINSLOW",03,Evolutionary Psychology,ANTHRO ,0124Q   , 001  
231,ANTHROPOLOGY,124Q    ,1     ,A- ,14,72,"BIGHAM, ABIGAIL WINSLOW",03,Evolutionary Psychology,ANTHRO ,0124Q   , 001  
231,ANTHROPOLOGY,124Q    ,1     ,B+ ,5,72,"BIGHAM, ABIGAIL WINSLOW",03,Evolutionary Psychology,ANTHRO ,0124Q   , 001  
231,ANTHROPOLOGY,124Q    ,1     ,B  ,5,72,"BIGHAM, ABIGAIL WINSLOW",03,Evolutionary Psychology,ANTHRO ,0124Q   , 001  
231,ANTHROPOLOGY,124Q    ,1     ,B- ,1,72,"BIGHAM, ABIGAIL WINSLOW",03,Evolutionary Psychology,ANTHRO ,0124Q   , 001  
231,ANTHROPOLOGY,124Q    ,1     ,C+ ,2,72,"BIGHAM, ABIGAIL WINSLOW",03,Evolutionary Psychology,ANTHRO ,0124Q   , 001  
231,ANTHROPOLOGY,124Q    ,1     ,C  ,1,72,"BIGHAM, ABIGAIL WINSLOW",03,Evolutionary Psychology,ANTHRO ,0124Q   , 001  
231,ANTHROPOLOGY,124Q    ,1     ,D+ ,2,72,"BIGHAM, ABIGAIL WINSLOW",03,Evolutionary Psychology,ANTHRO ,0124Q   , 001  
231,ANTHROPOLOGY,124Q    ,1     ,F  ,2,72,"BIGHAM, ABIGAIL WINSLOW",03,Evolutionary Psychology,ANTHRO ,0124Q   , 001  
231,ANTHROPOLOGY,135     ,1     ,A+ ,14,17,"BIGHAM, ABIGAIL WINSLOW",03,Visual Anthropology: Documentary Photography,ANTHRO ,0135    , 001  
231,ANTHROPOLOGY,135     ,1     ,A  ,2,17,"BIGHAM, ABIGAIL WINSLOW",03,Visual Anthropology: Documentary Photography,ANTHRO ,0135    , 001  
231,ANTHROPOLOGY,135     ,1     ,I  ,1,17,"BIGHAM, ABIGAIL WINSLOW",03,Visual Anthropology: Documentary Photography,ANTHRO ,0135    , 001  
231,ANTHROPOLOGY,135     ,1     ,I  ,1,17,"BIGHAM, ABIGAIL WINSLOW",03,Visual Anthropology: Documentary Photography,ANTHRO ,0135    , 001  
231,ANTHROPOLOGY,143     ,1     ,A+ ,6,22,"BIGHAM, ABIGAIL WINSLOW",03,Economic Anthropology,ANTHRO ,0143    , 001  
231,ANTHROPOLOGY,143     ,1     ,A  ,8,22,"BIGHAM, ABIGAIL WINSLOW",03,Economic Anthropology,ANTHRO ,0143    , 001  
231,ANTHROPOLOGY,143     ,1     ,A- ,2,22,"BIGHAM, ABIGAIL WINSLOW",03,Economic Anthropology,ANTHRO ,0143    , 001  
231,ANTHROPOLOGY,143     ,1     ,B+ ,1,22,"BIGHAM, ABIGAIL WINSLOW",03,Economic Anthropology,ANTHRO ,0143    , 001  
231,ANTHROPOLOGY,143     ,1     ,B  ,4,22,"BIGHAM, ABIGAIL WINSLOW",03,Economic Anthropology,ANTHRO ,0143    , 001  
231,ANTHROPOLOGY,143     ,1     ,B- ,1,22,"BIGHAM, ABIGAIL WINSLOW",03,Economic Anthropology,ANTHRO ,0143    , 001  
231,ANTHROPOLOGY,M150    ,1     ,A+ ,27,59,"BIGHAM, ABIGAIL WINSLOW",03,Language in Culture,ANTHRO ,0150  M , 001  
231,ANTHROPOLOGY,M150    ,1     ,A  ,14,59,"BIGHAM, ABIGAIL WINSLOW",03,Language in Culture,ANTHRO ,0150  M , 001  
231,ANTHROPOLOGY,M150    ,1     ,A- ,7,59,"BIGHAM, ABIGAIL WINSLOW",03,Language in Culture,ANTHRO ,0150  M , 001  
231,ANTHROPOLOGY,M150    ,1     ,B+ ,3,59,"BIGHAM, ABIGAIL WINSLOW",03,Language in Culture,ANTHRO ,0150  M , 001  
231,ANTHROPOLOGY,M150    ,1     ,B  ,4,59,"BIGHAM, ABIGAIL WINSLOW",03,Language in Culture,ANTHRO ,0150  M , 001  
231,ANTHROPOLOGY,M150    ,1     ,C  ,2,59,"BIGHAM, ABIGAIL WINSLOW",03,Language in Culture,ANTHRO ,0150  M , 001  
231,ANTHROPOLOGY,M150    ,1     ,F  ,2,59,"BIGHAM, ABIGAIL WINSLOW",03,Language in Culture,ANTHRO ,0150  M , 001  
231,ANTHROPOLOGY,151     ,1     ,A+ ,10,27,"BIGHAM, ABIGAIL WINSLOW",03,Ethnography of Everyday Speech,ANTHRO ,0151    , 001  
231,ANTHROPOLOGY,151     ,1     ,A  ,12,27,"BIGHAM, ABIGAIL WINSLOW",03,Ethnography of Everyday Speech,ANTHRO ,0151    , 001  
